编码,日期,促销比率
1005,20150312,0
1005,20150313,0.000
1005,20150314,0
1005,20150315,0
1005,20150316,0
1005,20150317,0
1005,20150318,0.000
1005,20150319,0
1005,20150320,0
1005,20150321,0
1005,20150322,0
1005,20150323,0
1005,20150324,0
1005,20150325,0.000
1005,20150326,0
1005,20150327,0
1005,20150328,0
1005,20150329,0
1005,20150330,0
1005,20150331,0
1005,20150401,0
1005,20150402,0
1005,20150403,0.000
1005,20150404,0
1005,20150405,0
1005,20150406,0
1005,20150407,0.000
1005,20150408,0
1005,20150409,0
1005,20150410,0
1005,20150411,0
1005,20150412,0
1005,20150413,0
1005,20150414,0.000
1005,20150415,0
1005,20150416,0
1005,20150417,0
1005,20150418,0
1005,20150419,0
1005,20150420,0.000
1005,20150421,0
1005,20150422,0.000
1005,20150423,0
1005,20150424,0
1005,20150425,0
1005,20150426,0
1005,20150427,0
1005,20150428,0
1005,20150429,0
1005,20150430,0
1006,20150101,0
1006,20150102,0
1006,20150103,0
1006,20150104,0
1006,20150105,0
1006,20150106,0
1006,20150107,0
1006,20150108,0
1006,20150109,0
1006,20150110,0.000
1006,20150111,0.000
1006,20150112,0
1006,20150113,0
1006,20150114,0
1006,20150115,0
1006,20150116,0
1006,20150117,0
1006,20150118,0
1006,20150119,0.000
1006,20150120,0.000
1006,20150121,0
1006,20150122,0
1006,20150123,0
1006,20150124,0
1006,20150125,0
1006,20150126,0
1006,20150127,0
1006,20150128,0
1006,20150129,0.000
1006,20150130,0
1006,20150131,0
1006,20150201,0
1006,20150202,0
1006,20150203,0
1006,20150204,0
1006,20150205,0
1006,20150206,0
1006,20150207,0
1006,20150208,0.000
1006,20150209,0
1006,20150210,0
1006,20150211,0
1006,20150212,0
1006,20150213,0
1006,20150214,0
1006,20150215,0.000
1006,20150216,0
1006,20150217,0
1006,20150218,0
1006,20150219,0
1006,20150220,0
1006,20150221,0
1006,20150222,0
1006,20150223,0
1006,20150224,0
1006,20150225,0.000
1006,20150226,0
1006,20150227,0
1006,20150228,0
1006,20150301,0
1006,20150302,0
1006,20150303,0
1006,20150304,0.000
1006,20150305,0
1006,20150306,0
1006,20150307,0
1006,20150308,0
1006,20150309,0
1006,20150310,0
1006,20150311,0
1006,20150312,0
1006,20150313,0
1006,20150314,0.000
1006,20150315,0
1006,20150316,0
1006,20150317,0
1006,20150318,0
1006,20150319,0
1006,20150320,0
1006,20150321,0
1006,20150322,0
1006,20150323,0
1006,20150324,0
1006,20150325,0
1006,20150326,0
1006,20150327,0
1006,20150328,0
1006,20150329,0
1006,20150330,0
1006,20150331,0
1006,20150401,0.000
1006,20150402,0
1006,20150403,0
1006,20150404,0
1006,20150405,0
1006,20150406,0
1006,20150407,0
1006,20150408,0
1006,20150409,0
1006,20150410,0
1006,20150411,0
1006,20150412,0
1006,20150413,0
1006,20150414,0
1006,20150415,0
1006,20150416,0
1006,20150417,0
1006,20150418,0
1006,20150419,0
1006,20150420,0
1006,20150421,0
1006,20150422,0
1006,20150423,0
1006,20150424,0
1006,20150425,0
1006,20150426,0
1006,20150427,0
1006,20150428,0
1006,20150429,0.000
1006,20150430,0
1007,20150101,0
1007,20150102,0
1007,20150103,0
1007,20150104,0
1007,20150105,0
1007,20150106,0
1007,20150107,0.000
1007,20150108,0
1007,20150109,0
1007,20150110,0
1007,20150111,0
1007,20150112,0
1007,20150113,0.000
1007,20150114,0
1007,20150115,0
1007,20150116,0
1007,20150117,0
1007,20150118,0
1007,20150119,0
1007,20150120,0
1007,20150121,0.000
1007,20150122,0
1007,20150123,0
1007,20150124,0
1007,20150125,0
1007,20150126,0
1007,20150127,0
1007,20150128,0
1007,20150129,0
1007,20150130,0
1007,20150131,0
1007,20150201,0
1007,20150202,0
1007,20150203,0
1007,20150204,0
1007,20150205,0
1007,20150206,0
1007,20150207,0
1007,20150208,0
1007,20150209,0
1007,20150210,0
1007,20150211,0
1007,20150212,0
1007,20150213,0
1007,20150214,0
1007,20150215,0
1007,20150216,0
1007,20150217,0
1007,20150218,0
1007,20150219,0
1007,20150220,0
1007,20150221,0
1007,20150222,0
1007,20150223,0
1007,20150224,0
1007,20150225,0
1007,20150226,0
1007,20150227,0
1007,20150228,0
1007,20150301,0
1007,20150302,0
1007,20150303,0
1007,20150304,0
1007,20150305,0
1007,20150306,0
1007,20150307,0
1007,20150308,0
1007,20150309,0
1007,20150310,0
1007,20150311,0
1007,20150312,0
1007,20150313,0
1007,20150314,0
1007,20150315,0
1007,20150316,0
1007,20150317,0
1007,20150318,0
1007,20150319,0
1007,20150320,0
1007,20150321,0
1007,20150322,0
1007,20150323,0
1007,20150324,0
1007,20150325,0
1007,20150326,0
1007,20150327,0
1007,20150328,0
1007,20150329,0
1007,20150330,0
1007,20150331,0
1007,20150401,0
1007,20150402,0
1007,20150403,0
1007,20150404,0
1007,20150405,0
1007,20150406,0
1007,20150407,0
1007,20150408,0
1007,20150409,0
1007,20150410,0
1007,20150411,0
1007,20150412,0
1007,20150413,0
1007,20150414,0
1007,20150415,0
1007,20150416,0
1007,20150417,0
1007,20150418,0
1007,20150419,0
1007,20150420,0
1007,20150421,0
1007,20150422,0
1007,20150423,0
1007,20150424,0
1007,20150425,0
1007,20150426,0
1007,20150427,0
1007,20150428,0
1007,20150429,0
1007,20150430,0
1099,20150101,0
1099,20150102,0
1099,20150103,0
1099,20150104,0
1099,20150105,0
1099,20150106,0
1099,20150107,0
1099,20150108,0
1099,20150109,0
1099,20150110,0
1099,20150111,0
1099,20150112,0
1099,20150113,0
1099,20150114,0
1099,20150115,0
1099,20150116,0.000
1099,20150117,0
1099,20150118,0
1099,20150119,0
1099,20150120,0
1099,20150121,0.000
1099,20150122,0.000
1099,20150123,0
1099,20150124,0
1099,20150125,0
1099,20150126,0.000
1099,20150127,0
1099,20150128,0
1099,20150129,0
1099,20150130,0
1099,20150131,0
1099,20150201,0
1099,20150202,0
1099,20150203,0
1099,20150204,0
1099,20150205,0
1099,20150206,0
1099,20150207,0
1099,20150208,0
1099,20150209,0
1099,20150210,0
1099,20150211,0
1099,20150212,0
1099,20150213,0
1099,20150214,0
1099,20150215,0
1099,20150216,0
1099,20150217,0
1099,20150218,0
1099,20150219,0
1099,20150220,0
1099,20150221,0.000
1099,20150222,0
1099,20150223,0
1099,20150224,0
1099,20150225,0
1099,20150226,0
1099,20150227,0
1099,20150228,0.000
1099,20150301,0
1099,20150302,0
1099,20150303,0
1099,20150304,0
1099,20150305,0
1099,20150306,0
1099,20150307,0
1099,20150308,0
1099,20150309,0
1099,20150310,0
1099,20150311,0
1099,20150312,0.000
1099,20150313,0
1099,20150314,0
1099,20150315,0
1099,20150316,0
1099,20150317,0
1099,20150318,0
1099,20150319,0
1099,20150320,0
1099,20150321,0
1099,20150322,0
1099,20150323,0
1099,20150324,0
1099,20150325,0
1099,20150326,0
1099,20150327,0
1099,20150328,0
1099,20150329,0
1099,20150330,0.000
1099,20150331,0
1099,20150401,0
1099,20150402,0
1099,20150403,0
1099,20150404,0
1099,20150405,0
1099,20150406,0
1099,20150407,0
1099,20150408,0
1099,20150409,0
1099,20150410,0
1099,20150411,0
1099,20150412,0
1099,20150413,0.000
1099,20150414,0
1099,20150415,0
1099,20150416,0
1099,20150417,0
1099,20150418,0
1099,20150419,0
1099,20150420,0
1099,20150421,0
1099,20150422,0
1099,20150423,0
1099,20150424,0
1099,20150425,0
1099,20150426,0
1099,20150427,0
1099,20150428,0
1099,20150429,0
1099,20150430,0
1101,20150101,0.000
1101,20150102,0
1101,20150103,0
1101,20150104,0
1101,20150105,0
1101,20150106,0
1101,20150107,0.000
1101,20150108,0
1101,20150109,0.000
1101,20150110,0.000
1101,20150111,0.000
1101,20150112,0
1101,20150113,0.000
1101,20150114,0.000
1101,20150115,0
1101,20150116,0
1101,20150117,0
1101,20150118,0.000
1101,20150119,0.000
1101,20150120,0.000
1101,20150121,0
1101,20150122,0.000
1101,20150123,0
1101,20150124,0.000
1101,20150125,0.000
1101,20150126,0
1101,20150127,0
1101,20150128,0.000
1101,20150129,0.000
1101,20150130,0.000
1101,20150131,0
1101,20150201,0.000
1101,20150202,0
1101,20150203,0.000
1101,20150204,0
1101,20150205,0.000
1101,20150206,0
1101,20150207,0
1101,20150208,0
1101,20150209,0.000
1101,20150210,0
1101,20150211,0.000
1101,20150212,0.000
1101,20150213,0
1101,20150214,0
1101,20150215,0
1101,20150216,0
1101,20150217,0
1101,20150218,0
1101,20150219,0
1101,20150220,0
1101,20150221,0.000
1101,20150222,0
1101,20150223,0
1101,20150224,0
1101,20150225,0
1101,20150226,0
1101,20150227,0
1101,20150228,0
1101,20150301,0.000
1101,20150302,0.000
1101,20150303,0
1101,20150304,0
1101,20150305,0
1101,20150306,0
1101,20150307,0.000
1101,20150308,0
1101,20150309,0.000
1101,20150310,0
1101,20150311,0.000
1101,20150312,0
1101,20150313,0
1101,20150314,0.000
1101,20150315,0
1101,20150316,0.000
1101,20150317,0.000
1101,20150318,0.000
1101,20150319,0
1101,20150320,0
1101,20150321,0
1101,20150322,0.000
1101,20150323,0.000
1101,20150324,0.000
1101,20150325,0.000
1101,20150326,0
1101,20150327,0
1101,20150328,0.000
1101,20150329,0
1101,20150330,0.000
1101,20150331,0
1101,20150401,0.000
1101,20150402,0
1101,20150403,0.000
1101,20150404,0.000
1101,20150405,0.000
1101,20150406,0.000
1101,20150407,0
1101,20150408,0
1101,20150409,0
1101,20150410,0.000
1101,20150411,0.000
1101,20150412,0.000
1101,20150413,0.000
1101,20150414,0.000
1101,20150415,0.000
1101,20150416,0
1101,20150417,0
1101,20150418,0.000
1101,20150419,0.000
1101,20150420,0
1101,20150421,0
1101,20150422,0.000
1101,20150423,0.000
1101,20150424,0
1101,20150425,0.000
1101,20150426,0
1101,20150427,0
1101,20150428,0.000
1101,20150429,0.000
1101,20150430,0
1102,20150101,0
1102,20150102,0
1102,20150103,0
1102,20150104,0
1102,20150105,0
1102,20150106,0
1102,20150107,0.000
1102,20150108,0.000
1102,20150109,0
1102,20150110,0
1102,20150111,0
1102,20150112,0
1102,20150113,0
1102,20150114,0
1102,20150115,0
1102,20150116,0
1102,20150117,0
1102,20150118,0
1102,20150119,0
1102,20150120,0
1102,20150121,0
1102,20150122,0
1102,20150123,0.000
1102,20150124,0
1102,20150125,0
1102,20150126,0
1102,20150127,0
1102,20150128,0.000
1102,20150129,0
1102,20150130,0
1102,20150131,0
1102,20150201,0
1102,20150202,0
1102,20150203,0.000
1102,20150204,0
1102,20150205,0.000
1102,20150206,0.000
1102,20150207,0
1102,20150208,0.000
1102,20150209,0
1102,20150210,0.000
1102,20150211,0.000
1102,20150212,0
1102,20150213,0.000
1102,20150214,0
1102,20150215,0
1102,20150216,0
1102,20150217,0.000
1102,20150218,0
1102,20150219,0
1102,20150220,0
1102,20150221,0
1102,20150222,0
1102,20150223,0
1102,20150224,0
1102,20150225,0
1102,20150226,0
1102,20150227,0
1102,20150228,0
1102,20150301,0.000
1102,20150302,0.000
1102,20150303,0
1102,20150304,0.000
1102,20150305,0
1102,20150306,0
1102,20150307,0
1102,20150308,0
1102,20150309,0
1102,20150310,0.000
1102,20150311,0.000
1102,20150312,0
1102,20150313,0
1102,20150314,0.000
1102,20150315,0
1102,20150316,0
1102,20150317,0
1102,20150318,0.000
1102,20150319,0.000
1102,20150320,0
1102,20150321,0.000
1102,20150322,0
1102,20150323,0
1102,20150324,0.000
1102,20150325,0.000
1102,20150326,0.000
1102,20150327,0
1102,20150328,0.000
1102,20150329,0
1102,20150330,0
1102,20150331,0
1102,20150401,0.000
1102,20150402,0
1102,20150403,0.000
1102,20150404,0.000
1102,20150405,0
1102,20150406,0
1102,20150407,0.000
1102,20150408,0.000
1102,20150409,0
1102,20150410,0
1102,20150411,0
1102,20150412,0
1102,20150413,0.000
1102,20150414,0
1102,20150415,0.000
1102,20150416,0
1102,20150417,0
1102,20150418,0
1102,20150419,0
1102,20150420,0.000
1102,20150421,0.000
1102,20150422,0.000
1102,20150423,0.000
1102,20150424,0
1102,20150425,0.000
1102,20150426,0
1102,20150427,0
1102,20150428,0.000
1102,20150429,0.000
1102,20150430,0
1103,20150101,0.000
1103,20150102,0.000
1103,20150103,0
1103,20150104,0
1103,20150105,0
1103,20150106,0.000
1103,20150107,0
1103,20150108,0
1103,20150109,0
1103,20150110,0
1103,20150111,0
1103,20150112,0
1103,20150113,0
1103,20150114,0.000
1103,20150115,0
1103,20150116,0
1103,20150117,0
1103,20150118,0
1103,20150119,0
1103,20150120,0.000
1103,20150121,0
1103,20150122,0
1103,20150123,0
1103,20150124,0
1103,20150125,0
1103,20150126,0
1103,20150127,0.000
1103,20150128,0
1103,20150129,0
1103,20150130,0
1103,20150131,0
1103,20150201,0.000
1103,20150202,0.000
1103,20150203,0.000
1103,20150204,0
1103,20150205,0
1103,20150206,0
1103,20150207,0
1103,20150208,0
1103,20150209,0
1103,20150210,0.000
1103,20150211,0
1103,20150212,0
1103,20150213,0
1103,20150214,0
1103,20150215,0.000
1103,20150216,0
1103,20150217,0.000
1103,20150218,0
1103,20150219,0
1103,20150220,0
1103,20150221,0
1103,20150222,0
1103,20150223,0
1103,20150224,0
1103,20150225,0
1103,20150226,0
1103,20150227,0
1103,20150228,0
1103,20150301,0
1103,20150302,0
1103,20150303,0
1103,20150304,0.000
1103,20150305,0
1103,20150306,0
1103,20150307,0
1103,20150308,0
1103,20150309,0
1103,20150310,0
1103,20150311,0
1103,20150312,0
1103,20150313,0
1103,20150314,0.000
1103,20150315,0
1103,20150316,0
1103,20150317,0.000
1103,20150318,0
1103,20150319,0
1103,20150320,0
1103,20150321,0
1103,20150322,0
1103,20150323,0
1103,20150324,0
1103,20150325,0
1103,20150326,0
1103,20150327,0
1103,20150328,0
1103,20150329,0
1103,20150330,0
1103,20150331,0
1103,20150401,0.000
1103,20150402,0
1103,20150403,0
1103,20150404,0
1103,20150405,0
1103,20150406,0
1103,20150407,0
1103,20150408,0
1103,20150409,0
1103,20150410,0
1103,20150411,0
1103,20150412,0.000
1103,20150413,0.000
1103,20150414,0
1103,20150415,0.000
1103,20150416,0
1103,20150417,0
1103,20150418,0
1103,20150419,0
1103,20150420,0
1103,20150421,0
1103,20150422,0.000
1103,20150423,0
1103,20150424,0
1103,20150425,0
1103,20150426,0
1103,20150427,0
1103,20150428,0.000
1103,20150429,0
1103,20150430,0
1104,20150101,0
1104,20150102,0
1104,20150103,0
1104,20150104,0
1104,20150105,0
1104,20150106,0
1104,20150107,0
1104,20150108,0
1104,20150109,0
1104,20150110,0
1104,20150111,0
1104,20150112,0
1104,20150113,0
1104,20150114,0
1104,20150115,0
1104,20150116,0
1104,20150117,0
1104,20150118,0
1104,20150119,0
1104,20150120,0
1104,20150121,0
1104,20150122,0
1104,20150123,0
1104,20150124,0
1104,20150125,0
1104,20150126,0
1104,20150127,0
1104,20150128,0
1104,20150129,0
1104,20150130,0
1104,20150131,0
1104,20150201,0
1104,20150202,0
1104,20150203,0
1104,20150204,0
1104,20150205,0
1104,20150206,0
1104,20150207,0
1104,20150208,0
1104,20150209,0
1104,20150210,0
1104,20150211,0
1104,20150212,0
1104,20150213,0.000
1104,20150214,0
1104,20150215,0
1104,20150216,0
1104,20150217,0
1104,20150218,0
1104,20150219,0.000
1104,20150220,0
1104,20150221,0
1104,20150222,0.000
1104,20150223,0
1104,20150224,0.000
1104,20150225,0
1104,20150226,0
1104,20150227,0
1104,20150228,0
1104,20150301,0
1104,20150302,0
1104,20150303,0
1104,20150304,0
1104,20150305,0
1104,20150306,0
1104,20150307,0
1104,20150308,0
1104,20150309,0.000
1104,20150310,0
1104,20150311,0
1104,20150312,0
1104,20150313,0
1104,20150314,0
1104,20150315,0
1104,20150316,0
1104,20150317,0
1104,20150318,0
1104,20150319,0
1104,20150320,0
1104,20150321,0
1104,20150322,0
1104,20150323,0
1104,20150324,0
1104,20150325,0
1104,20150326,0
1104,20150327,0
1104,20150328,0
1104,20150329,0
1104,20150330,0
1104,20150331,0
1104,20150401,0
1104,20150402,0
1104,20150403,0.000
1104,20150404,0
1104,20150405,0
1104,20150406,0
1104,20150407,0
1104,20150408,0
1104,20150409,0
1104,20150410,0.000
1104,20150411,0.000
1104,20150412,0
1104,20150413,0
1104,20150414,0
1104,20150415,0
1104,20150416,0
1104,20150417,0
1104,20150418,0
1104,20150419,0
1104,20150420,0
1104,20150421,0
1104,20150422,0
1104,20150423,0
1104,20150424,0
1104,20150425,0
1104,20150426,0
1104,20150427,0
1104,20150428,0
1104,20150429,0
1104,20150430,0
1201,20150101,0.000
1201,20150102,0.000
1201,20150103,0.000
1201,20150104,0.000
1201,20150105,0.000
1201,20150106,0.000
1201,20150107,0.000
1201,20150108,0.000
1201,20150109,0.000
1201,20150110,0.000
1201,20150111,0.000
1201,20150112,0.000
1201,20150113,0.000
1201,20150114,0.000
1201,20150115,0.000
1201,20150116,0.000
1201,20150117,0.000
1201,20150118,0.000
1201,20150119,0.000
1201,20150120,0.000
1201,20150121,0.000
1201,20150122,0.000
1201,20150123,0.000
1201,20150124,0.000
1201,20150125,0.000
1201,20150126,0.000
1201,20150127,0.000
1201,20150128,0.000
1201,20150129,0.000
1201,20150130,0.000
1201,20150131,0.000
1201,20150201,0.000
1201,20150202,0.000
1201,20150203,0.000
1201,20150204,0.000
1201,20150205,0.000
1201,20150206,0.000
1201,20150207,0.000
1201,20150208,0.000
1201,20150209,0.000
1201,20150210,0.000
1201,20150211,0.000
1201,20150212,0.000
1201,20150213,0.000
1201,20150214,0
1201,20150215,0.000
1201,20150216,0.000
1201,20150217,0.000
1201,20150218,0.000
1201,20150219,0.000
1201,20150220,0.000
1201,20150221,0.000
1201,20150222,0.000
1201,20150223,0.000
1201,20150224,0.000
1201,20150225,0.000
1201,20150226,0.000
1201,20150227,0.000
1201,20150228,0.000
1201,20150301,0.000
1201,20150302,0.000
1201,20150303,0.000
1201,20150304,0.000
1201,20150305,0.000
1201,20150306,0.000
1201,20150307,0.000
1201,20150308,0.000
1201,20150309,0.000
1201,20150310,0.000
1201,20150311,0.000
1201,20150312,0.000
1201,20150313,0.000
1201,20150314,0.000
1201,20150315,0.000
1201,20150316,0.000
1201,20150317,0.000
1201,20150318,0.000
1201,20150319,0.000
1201,20150320,0.000
1201,20150321,0.000
1201,20150322,0.000
1201,20150323,0.000
1201,20150324,0.000
1201,20150325,0.000
1201,20150326,0.000
1201,20150327,0.000
1201,20150328,0.000
1201,20150329,0.000
1201,20150330,0.000
1201,20150331,0
1201,20150401,0.000
1201,20150402,0.000
1201,20150403,0.000
1201,20150404,0.000
1201,20150405,0.000
1201,20150406,0.000
1201,20150407,0.000
1201,20150408,0.000
1201,20150409,0
1201,20150410,0.000
1201,20150411,0.000
1201,20150412,0.000
1201,20150413,0.000
1201,20150414,0.000
1201,20150415,0.000
1201,20150416,0
1201,20150417,0.000
1201,20150418,0.000
1201,20150419,0.000
1201,20150420,0.000
1201,20150421,0.000
1201,20150422,0.000
1201,20150423,0.000
1201,20150424,0.000
1201,20150425,0.000
1201,20150426,0.000
1201,20150427,0.000
1201,20150428,0.000
1201,20150429,0.000
1201,20150430,0.000
